NOM_CAPA,longitude,latitude,EQUIPAMENT,NOM_DISTRICTE,NOM_BARRI
Metro i línies urbanes FGC,2.145069,41.411438,Vallcarca (Avinguda República Argentina)-,Gràcia,Vallcarca i els Penitents
Metro i línies urbanes FGC,2.166538,41.412424,Alfons X (Ronda Guinardó)-,Horta-Guinardó,el Baix Guinardó
Metro i línies urbanes FGC,2.183313,41.449237,Trinitat Nova (Pedrosa)-,Nou Barris,la Trinitat Nova
Metro i línies urbanes FGC,2.126059,41.3757,Badal (Carrer de Sants / Arizala)-,Sants-Montjuïc,Sants - Badal
Metro i línies urbanes FGC,2.139599,41.379538,Sants Estació (Estació RENFE / Pl. Joan Peiró)-,Sants-Montjuïc,Sants
Metro i línies urbanes FGC,2.176391,41.411169,Sant Pau | Dos de Maig (Dos de Maig)-,Eixample,la Sagrada Família
Metro i línies urbanes FGC,2.19628,41.415745,Bac de Roda (Fluvià)-,Sant Martí,Sant Martí de Provençals
Metro i línies urbanes FGC,2.126822,41.387815,Maria Cristina (Gran Via Carles III)-,Les Corts,la Maternitat i Sant Ramon
Ferrocarrils Generalitat (FGC),2.139256,41.406043,FGC - EL PUTXET-,Sarrià-Sant Gervasi,el Putxet i el Farró
Metro i línies urbanes FGC,2.133563,41.373031,METRO (L1) - Mercat Nou-,Sants-Montjuïc,Sants
Metro i línies urbanes FGC,2.186861,41.410386,METRO (L2) - Clot-,Sant Martí,el Camp de l'Arpa del Clot
Metro i línies urbanes FGC,2.174593,41.389664,METRO (L1) - Urquinaona-,Eixample,la Dreta de l'Eixample
Metro i línies urbanes FGC,2.216718,41.411808,METRO (L4) - El Maresme | Fòrum-,Sant Martí,el Besòs i el Maresme
Metro i línies urbanes FGC,2.163251,41.406455,METRO (L4) - Joanic-,Gràcia,el Camp d'en Grassot i Gràcia Nova
