name,latitude,longitude,type,geometry
"Font Mossèn Cinto Verdaguer, direcció Vallvidrera",41.417889,2.095079,"{'typepoint': {'type': 'Point', 'coordinates': [41.417889, 2.095079]}}",POINT (2.095079 41.417889)
"Camí Baix del Mas Sauró, direcció Vallvidrera",41.418342,2.094659,"{'typepoint': {'type': 'Point', 'coordinates': [41.418342, 2.094659]}}",POINT (2.094659 41.418342)
"Torrent del Rovelló, direcció Vallvidrera",41.419228,2.096853,"{'typepoint': {'type': 'Point', 'coordinates': [41.419228, 2.096853]}}",POINT (2.096853 41.419228)
Camí del Pantà,41.418447,2.097887,"{'typepoint': {'type': 'Point', 'coordinates': [41.418447, 2.097887]}}",POINT (2.097887 41.418447)
FGC Baixador Vallvidrera,41.419962,2.096866,"{'typepoint': {'type': 'Point', 'coordinates': [41.419962, 2.096866]}}",POINT (2.096866 41.419962)
Camí del Sanatori - Ctra de Vallvidrera,41.421047,2.096588,"{'typepoint': {'type': 'Point', 'coordinates': [41.421047, 2.096588]}}",POINT (2.096588 41.421047)
Major del Rectoret - Parc Municipal de Vallvidrera,41.423482,2.094752,"{'typepoint': {'type': 'Point', 'coordinates': [41.423482, 2.094752]}}",POINT (2.094752 41.423482)
Major del Rectoret - Amarant,41.424529,2.094947,"{'typepoint': {'type': 'Point', 'coordinates': [41.424529, 2.094947]}}",POINT (2.094947 41.424529)
Bohemis - Savina,41.425335,2.097134,"{'typepoint': {'type': 'Point', 'coordinates': [41.425335, 2.097134]}}",POINT (2.097134 41.425335)
Savina - Pg del Magraner,41.424144,2.096608,"{'typepoint': {'type': 'Point', 'coordinates': [41.424144, 2.096608]}}",POINT (2.096608 41.424144)
Lilà - Boix,41.425686,2.099803,"{'typepoint': {'type': 'Point', 'coordinates': [41.425686, 2.099803]}}",POINT (2.099803 41.425686)
Lilà - Presseguer,41.428243,2.10092,"{'typepoint': {'type': 'Point', 'coordinates': [41.428243, 2.10092]}}",POINT (2.10092 41.428243)
Major del Rectoret - Costa del Bruc,41.429895,2.094892,"{'typepoint': {'type': 'Point', 'coordinates': [41.429895, 2.094892]}}",POINT (2.094892 41.429895)
Major del Rectoret - Marco Polo,41.429643,2.094852,"{'typepoint': {'type': 'Point', 'coordinates': [41.429643, 2.094852]}}",POINT (2.094852 41.429643)
Major del Rectoret - Parsifal,41.426415,2.093843,"{'typepoint': {'type': 'Point', 'coordinates': [41.426415, 2.093843]}}",POINT (2.093843 41.426415)
Margalló - Major del Rectoret,41.42613,2.096158,"{'typepoint': {'type': 'Point', 'coordinates': [41.42613, 2.096158]}}",POINT (2.096158 41.42613)
Av del Rectoret - Baladre,41.425925,2.09304,"{'typepoint': {'type': 'Point', 'coordinates': [41.425925, 2.09304]}}",POINT (2.09304 41.425925)
Av del Rectoret - Vesc,41.426127,2.092856,"{'typepoint': {'type': 'Point', 'coordinates': [41.426127, 2.092856]}}",POINT (2.092856 41.426127)
Major del Rectoret - Margalló,41.426166,2.095857,"{'typepoint': {'type': 'Point', 'coordinates': [41.426166, 2.095857]}}",POINT (2.095857 41.426166)
Major del Rectoret - Lohengrin,41.426541,2.09395,"{'typepoint': {'type': 'Point', 'coordinates': [41.426541, 2.09395]}}",POINT (2.09395 41.426541)
Lilà - Geranis,41.42816,2.100831,"{'typepoint': {'type': 'Point', 'coordinates': [41.42816, 2.100831]}}",POINT (2.100831 41.42816)
Lilà - Poncelles,41.425636,2.09966,"{'typepoint': {'type': 'Point', 'coordinates': [41.425636, 2.09966]}}",POINT (2.09966 41.425636)
Savina - Poncelles,41.424173,2.096498,"{'typepoint': {'type': 'Point', 'coordinates': [41.424173, 2.096498]}}",POINT (2.096498 41.424173)
Bohemis - Amarant,41.42542,2.097344,"{'typepoint': {'type': 'Point', 'coordinates': [41.42542, 2.097344]}}",POINT (2.097344 41.42542)
Major del Rectoret,41.424586,2.094904,"{'typepoint': {'type': 'Point', 'coordinates': [41.424586, 2.094904]}}",POINT (2.094904 41.424586)
Parc Municipal de Vallvidrera,41.423322,2.094755,"{'typepoint': {'type': 'Point', 'coordinates': [41.423322, 2.094755]}}",POINT (2.094755 41.423322)
Camí del Sanatori - FGC Baixador de Vallvidrera,41.42086,2.096495,"{'typepoint': {'type': 'Point', 'coordinates': [41.42086, 2.096495]}}",POINT (2.096495 41.42086)
Pg Maragall - Petrarca,41.42843,2.163332,"{'typepoint': {'type': 'Point', 'coordinates': [41.42843, 2.163332]}}",POINT (2.163332 41.42843)
Llull - Jardins Gandhi,41.404422,2.206746,"{'typepoint': {'type': 'Point', 'coordinates': [41.404422, 2.206746]}}",POINT (2.206746 41.404422)
IES Ferran Tallada,41.420811,2.161803,"{'typepoint': {'type': 'Point', 'coordinates': [41.420811, 2.161803]}}",POINT (2.161803 41.420811)
Garcilaso - Juan de Garay,41.422868,2.186345,"{'typepoint': {'type': 'Point', 'coordinates': [41.422868, 2.186345]}}",POINT (2.186345 41.422868)
Turó de La Rovira,41.419693,2.159524,"{'typepoint': {'type': 'Point', 'coordinates': [41.419693, 2.159524]}}",POINT (2.159524 41.419693)
Gran Vista,41.419972,2.159954,"{'typepoint': {'type': 'Point', 'coordinates': [41.419972, 2.159954]}}",POINT (2.159954 41.419972)
Ctra de Vallvidrera - El Castanyer,41.425366,2.121348,"{'typepoint': {'type': 'Point', 'coordinates': [41.425366, 2.121348]}}",POINT (2.121348 41.425366)
Pl Tibidabo,41.421513,2.118827,"{'typepoint': {'type': 'Point', 'coordinates': [41.421513, 2.118827]}}",POINT (2.118827 41.421513)
Pg  Taulat - Provençals,41.404791,2.213121,"{'typepoint': {'type': 'Point', 'coordinates': [41.404791, 2.213121]}}",POINT (2.213121 41.404791)
Jericó - Pg  Vall d'Hebron,41.420794,2.139496,"{'typepoint': {'type': 'Point', 'coordinates': [41.420794, 2.139496]}}",POINT (2.139496 41.420794)
Jericó - Romeu,41.421828,2.139023,"{'typepoint': {'type': 'Point', 'coordinates': [41.421828, 2.139023]}}",POINT (2.139023 41.421828)
Ctra Sant Cugat - Samària,41.422217,2.138258,"{'typepoint': {'type': 'Point', 'coordinates': [41.422217, 2.138258]}}",POINT (2.138258 41.422217)
Ctra Sant Cugat - Navata,41.420621,2.138529,"{'typepoint': {'type': 'Point', 'coordinates': [41.420621, 2.138529]}}",POINT (2.138529 41.420621)
Ctra Sant Cugat - Gutenberg,41.418603,2.138556,"{'typepoint': {'type': 'Point', 'coordinates': [41.418603, 2.138556]}}",POINT (2.138556 41.418603)
Ctra del Prat - Energia,41.36061,2.134133,"{'typepoint': {'type': 'Point', 'coordinates': [41.36061, 2.134133]}}",POINT (2.134133 41.36061)
Francesc Alegre - Av Mare de Déu de Montserrat,41.415722,2.167093,"{'typepoint': {'type': 'Point', 'coordinates': [41.415722, 2.167093]}}",POINT (2.167093 41.415722)
Budapest - Gènova,41.418271,2.168004,"{'typepoint': {'type': 'Point', 'coordinates': [41.418271, 2.168004]}}",POINT (2.168004 41.418271)
Telègraf - Doctor Cadevall,41.418511,2.169092,"{'typepoint': {'type': 'Point', 'coordinates': [41.418511, 2.169092]}}",POINT (2.169092 41.418511)
Francesc Alegre,41.416499,2.166188,"{'typepoint': {'type': 'Point', 'coordinates': [41.416499, 2.166188]}}",POINT (2.166188 41.416499)
França - Polònia,41.415241,2.163583,"{'typepoint': {'type': 'Point', 'coordinates': [41.415241, 2.163583]}}",POINT (2.163583 41.415241)
"Av del Coll del Portell, 74",41.411466,2.151489,"{'typepoint': {'type': 'Point', 'coordinates': [41.411466, 2.151489]}}",POINT (2.151489 41.411466)
Pg Vall d'Hebron - Anna Piferrer,41.417831,2.139136,"{'typepoint': {'type': 'Point', 'coordinates': [41.417831, 2.139136]}}",POINT (2.139136 41.417831)
Pl de Vallvidrera,41.413052,2.104398,"{'typepoint': {'type': 'Point', 'coordinates': [41.413052, 2.104398]}}",POINT (2.104398 41.413052)
Camí Alt del Mas Sauró,41.416477,2.096324,"{'typepoint': {'type': 'Point', 'coordinates': [41.416477, 2.096324]}}",POINT (2.096324 41.416477)
"Cami Alt del Mas Sauró, direcció Vallvidrera",41.416437,2.096388,"{'typepoint': {'type': 'Point', 'coordinates': [41.416437, 2.096388]}}",POINT (2.096388 41.416437)
"Camí Alt de Mas Sauró, direcció Mas Guimbau",41.416418,2.096345,"{'typepoint': {'type': 'Point', 'coordinates': [41.416418, 2.096345]}}",POINT (2.096345 41.416418)
Camí del Mas Guimbau - Gatosa,41.425529,2.090086,"{'typepoint': {'type': 'Point', 'coordinates': [41.425529, 2.090086]}}",POINT (2.090086 41.425529)
Camí del Mas Guimbau - Gespa,41.424011,2.090633,"{'typepoint': {'type': 'Point', 'coordinates': [41.424011, 2.090633]}}",POINT (2.090633 41.424011)
Gespa - la Gatosa,41.424583,2.089628,"{'typepoint': {'type': 'Point', 'coordinates': [41.424583, 2.089628]}}",POINT (2.089628 41.424583)
Escala de la Gatosa,41.423836,2.089776,"{'typepoint': {'type': 'Point', 'coordinates': [41.423836, 2.089776]}}",POINT (2.089776 41.423836)
Pg de la Vimetera,41.423591,2.089268,"{'typepoint': {'type': 'Point', 'coordinates': [41.423591, 2.089268]}}",POINT (2.089268 41.423591)
Pg de la Vimetera - Pg del Pi Forcat,41.423281,2.087371,"{'typepoint': {'type': 'Point', 'coordinates': [41.423281, 2.087371]}}",POINT (2.087371 41.423281)
Pg del Pi Forcat - Pg d'Anna Rúbies,41.422651,2.087365,"{'typepoint': {'type': 'Point', 'coordinates': [41.422651, 2.087365]}}",POINT (2.087365 41.422651)
Pg de la Vimetera - Escala de la Gatosa,41.423509,2.08924,"{'typepoint': {'type': 'Point', 'coordinates': [41.423509, 2.08924]}}",POINT (2.08924 41.423509)
Gespa - Pg de la Vimetera,41.423868,2.089835,"{'typepoint': {'type': 'Point', 'coordinates': [41.423868, 2.089835]}}",POINT (2.089835 41.423868)
Gespa,41.424551,2.089691,"{'typepoint': {'type': 'Point', 'coordinates': [41.424551, 2.089691]}}",POINT (2.089691 41.424551)
Camí del Mas Guimbau,41.423989,2.090685,"{'typepoint': {'type': 'Point', 'coordinates': [41.423989, 2.090685]}}",POINT (2.090685 41.423989)
Camí del Mas Guimbau - Castellví,41.425572,2.090063,"{'typepoint': {'type': 'Point', 'coordinates': [41.425572, 2.090063]}}",POINT (2.090063 41.425572)
Santuari de la Salut,41.426088,2.089808,"{'typepoint': {'type': 'Point', 'coordinates': [41.426088, 2.089808]}}",POINT (2.089808 41.426088)
Ciutat d'Asunción - La Maquinista,41.44021,2.200091,"{'typepoint': {'type': 'Point', 'coordinates': [41.44021, 2.200091]}}",POINT (2.200091 41.44021)
Pedrell - Rambla del Carmel,41.423101,2.158646,"{'typepoint': {'type': 'Point', 'coordinates': [41.423101, 2.158646]}}",POINT (2.158646 41.423101)
Rambla del Carmel - Llobregós,41.424672,2.15777,"{'typepoint': {'type': 'Point', 'coordinates': [41.424672, 2.15777]}}",POINT (2.15777 41.424672)
Llobregós - Pg Maragall,41.427766,2.163267,"{'typepoint': {'type': 'Point', 'coordinates': [41.427766, 2.163267]}}",POINT (2.163267 41.427766)
Llobregós - Torrent del Carmel,41.426517,2.160296,"{'typepoint': {'type': 'Point', 'coordinates': [41.426517, 2.160296]}}",POINT (2.160296 41.426517)
Pg de Valldaura - Canigó,41.437463,2.155959,"{'typepoint': {'type': 'Point', 'coordinates': [41.437463, 2.155959]}}",POINT (2.155959 41.437463)
Pg de Valldaura - Av Estatut de Catalunya,41.436536,2.154003,"{'typepoint': {'type': 'Point', 'coordinates': [41.436536, 2.154003]}}",POINT (2.154003 41.436536)
Moll de Barcelona,41.372422,2.179764,"{'typepoint': {'type': 'Point', 'coordinates': [41.372422, 2.179764]}}",POINT (2.179764 41.372422)
Parc Logístic,41.340593,2.124734,"{'typepoint': {'type': 'Point', 'coordinates': [41.340593, 2.124734]}}",POINT (2.124734 41.340593)
Carrer número 2 - Carrer número 62,41.343942,2.137891,"{'typepoint': {'type': 'Point', 'coordinates': [41.343942, 2.137891]}}",POINT (2.137891 41.343942)
Carrer número 2,41.343816,2.137981,"{'typepoint': {'type': 'Point', 'coordinates': [41.343816, 2.137981]}}",POINT (2.137981 41.343816)
"Parc Logístic, anada",41.343002,2.131018,"{'typepoint': {'type': 'Point', 'coordinates': [41.343002, 2.131018]}}",POINT (2.131018 41.343002)
"Parc Logístic, tornada",41.34276,2.130877,"{'typepoint': {'type': 'Point', 'coordinates': [41.34276, 2.130877]}}",POINT (2.130877 41.34276)
Segura - Escales del Polvorí,41.363737,2.140599,"{'typepoint': {'type': 'Point', 'coordinates': [41.363737, 2.140599]}}",POINT (2.140599 41.363737)
Segura - Guadalquivir,41.363854,2.140598,"{'typepoint': {'type': 'Point', 'coordinates': [41.363854, 2.140598]}}",POINT (2.140598 41.363854)
Diagonal - Llull,41.410605,2.215477,"{'typepoint': {'type': 'Point', 'coordinates': [41.410605, 2.215477]}}",POINT (2.215477 41.410605)
Metro Canyelles,41.441949,2.166796,"{'typepoint': {'type': 'Point', 'coordinates': [41.441949, 2.166796]}}",POINT (2.166796 41.441949)
Via Favència - Pl Karl Marx,41.440732,2.163441,"{'typepoint': {'type': 'Point', 'coordinates': [41.440732, 2.163441]}}",POINT (2.163441 41.440732)
Diagonal - Rambla del Poblenou,41.405229,2.195405,"{'typepoint': {'type': 'Point', 'coordinates': [41.405229, 2.195405]}}",POINT (2.195405 41.405229)
Pg  Taulat - Provençals,41.404938,2.212377,"{'typepoint': {'type': 'Point', 'coordinates': [41.404938, 2.212377]}}",POINT (2.212377 41.404938)
Pg  Taulat - Diagonal Mar,41.407029,2.215327,"{'typepoint': {'type': 'Point', 'coordinates': [41.407029, 2.215327]}}",POINT (2.215327 41.407029)
Pg  Taulat - Diagonal Mar,41.406987,2.215481,"{'typepoint': {'type': 'Point', 'coordinates': [41.406987, 2.215481]}}",POINT (2.215481 41.406987)
Llull - Diagonal Mar,41.409148,2.213034,"{'typepoint': {'type': 'Point', 'coordinates': [41.409148, 2.213034]}}",POINT (2.213034 41.409148)
Via Favència - Barri Canyelles,41.442965,2.169598,"{'typepoint': {'type': 'Point', 'coordinates': [41.442965, 2.169598]}}",POINT (2.169598 41.442965)
Numància - Av Roma,41.381212,2.141343,"{'typepoint': {'type': 'Point', 'coordinates': [41.381212, 2.141343]}}",POINT (2.141343 41.381212)
Pg Reina Elisenda - Av JV Foix,41.398388,2.11854,"{'typepoint': {'type': 'Point', 'coordinates': [41.398388, 2.11854]}}",POINT (2.11854 41.398388)
Av de Vallbona - CAP Ctat Meridiana,41.46093,2.180708,"{'typepoint': {'type': 'Point', 'coordinates': [41.46093, 2.180708]}}",POINT (2.180708 41.46093)
Av de Vallbona,41.458368,2.18395,"{'typepoint': {'type': 'Point', 'coordinates': [41.458368, 2.18395]}}",POINT (2.18395 41.458368)
Via Augusta - Doctor Roux,41.397839,2.131274,"{'typepoint': {'type': 'Point', 'coordinates': [41.397839, 2.131274]}}",POINT (2.131274 41.397839)
Via Augusta - Ronda General Mitre,41.397849,2.133599,"{'typepoint': {'type': 'Point', 'coordinates': [41.397849, 2.133599]}}",POINT (2.133599 41.397849)
Pujades - Provençals,41.40775,2.208708,"{'typepoint': {'type': 'Point', 'coordinates': [41.40775, 2.208708]}}",POINT (2.208708 41.40775)
Sardenya - Pg  Pujades,41.391813,2.188536,"{'typepoint': {'type': 'Point', 'coordinates': [41.391813, 2.188536]}}",POINT (2.188536 41.391813)
Ramon Trias Fargas - Doctor Trueta,41.390161,2.190742,"{'typepoint': {'type': 'Point', 'coordinates': [41.390161, 2.190742]}}",POINT (2.190742 41.390161)
Icària - Parc Carles I,41.388429,2.193925,"{'typepoint': {'type': 'Point', 'coordinates': [41.388429, 2.193925]}}",POINT (2.193925 41.388429)
Júpiter,41.428811,2.098831,"{'typepoint': {'type': 'Point', 'coordinates': [41.428811, 2.098831]}}",POINT (2.098831 41.428811)
Pl de la Tulipa - Satèl·lits,41.427898,2.096495,"{'typepoint': {'type': 'Point', 'coordinates': [41.427898, 2.096495]}}",POINT (2.096495 41.427898)
Orellana - Passatge Ossa Major,41.429397,2.096145,"{'typepoint': {'type': 'Point', 'coordinates': [41.429397, 2.096145]}}",POINT (2.096145 41.429397)
"Orellana, direcció El Rectoret",41.431629,2.096658,"{'typepoint': {'type': 'Point', 'coordinates': [41.431629, 2.096658]}}",POINT (2.096658 41.431629)
"Orellana, direcció Vallvidrera",41.431631,2.096545,"{'typepoint': {'type': 'Point', 'coordinates': [41.431631, 2.096545]}}",POINT (2.096545 41.431631)
Orellana,41.429388,2.096085,"{'typepoint': {'type': 'Point', 'coordinates': [41.429388, 2.096085]}}",POINT (2.096085 41.429388)
Pl de la Tulipa - Traviata,41.427801,2.0965,"{'typepoint': {'type': 'Point', 'coordinates': [41.427801, 2.0965]}}",POINT (2.0965 41.427801)
Júpiter - Lilà,41.428814,2.098968,"{'typepoint': {'type': 'Point', 'coordinates': [41.428814, 2.098968]}}",POINT (2.098968 41.428814)
Pg Marítim,41.385226,2.196301,"{'typepoint': {'type': 'Point', 'coordinates': [41.385226, 2.196301]}}",POINT (2.196301 41.385226)
Doctor Font i Quer - Tarongers,41.367155,2.162499,"{'typepoint': {'type': 'Point', 'coordinates': [41.367155, 2.162499]}}",POINT (2.162499 41.367155)
Doctor Font i Quer - Can Valero,41.36584,2.160554,"{'typepoint': {'type': 'Point', 'coordinates': [41.36584, 2.160554]}}",POINT (2.160554 41.36584)
Av Miramar - Pl Dante,41.369002,2.165788,"{'typepoint': {'type': 'Point', 'coordinates': [41.369002, 2.165788]}}",POINT (2.165788 41.369002)
Av Miramar - Pl Carlos Ibáñez,41.370256,2.168879,"{'typepoint': {'type': 'Point', 'coordinates': [41.370256, 2.168879]}}",POINT (2.168879 41.370256)
Museu Nacional - Museu Etnològic,41.368603,2.156169,"{'typepoint': {'type': 'Point', 'coordinates': [41.368603, 2.156169]}}",POINT (2.156169 41.368603)
Castell,41.36507,2.167015,"{'typepoint': {'type': 'Point', 'coordinates': [41.36507, 2.167015]}}",POINT (2.167015 41.36507)
Pl Sagrada Famlia,41.402967,2.173793,"{'typepoint': {'type': 'Point', 'coordinates': [41.402967, 2.173793]}}",POINT (2.173793 41.402967)
Via Sant Jordi,41.355732,2.157602,"{'typepoint': {'type': 'Point', 'coordinates': [41.355732, 2.157602]}}",POINT (2.157602 41.355732)
Sagrat Cor,41.355337,2.149972,"{'typepoint': {'type': 'Point', 'coordinates': [41.355337, 2.149972]}}",POINT (2.149972 41.355337)
Via Sant Oleguer,41.354466,2.154093,"{'typepoint': {'type': 'Point', 'coordinates': [41.354466, 2.154093]}}",POINT (2.154093 41.354466)
Via Santa Eulàlia,41.352877,2.152714,"{'typepoint': {'type': 'Point', 'coordinates': [41.352877, 2.152714]}}",POINT (2.152714 41.352877)
Metro Torras i Bages,41.442753,2.190861,"{'typepoint': {'type': 'Point', 'coordinates': [41.442753, 2.190861]}}",POINT (2.190861 41.442753)
Gran de Sant Andreu - Palomar,41.442239,2.188217,"{'typepoint': {'type': 'Point', 'coordinates': [41.442239, 2.188217]}}",POINT (2.188217 41.442239)
Pl Miquel Casablancas,41.43971,2.18642,"{'typepoint': {'type': 'Point', 'coordinates': [41.43971, 2.18642]}}",POINT (2.18642 41.43971)
Av de l'Estadi - Vivers,41.367099,2.15838,"{'typepoint': {'type': 'Point', 'coordinates': [41.367099, 2.15838]}}",POINT (2.15838 41.367099)
Can Valero - Pg del Migdia,41.362708,2.161237,"{'typepoint': {'type': 'Point', 'coordinates': [41.362708, 2.161237]}}",POINT (2.161237 41.362708)
Pl de la Sardana,41.367924,2.168871,"{'typepoint': {'type': 'Point', 'coordinates': [41.367924, 2.168871]}}",POINT (2.168871 41.367924)
Torre Baró,41.45843,2.184011,"{'typepoint': {'type': 'Point', 'coordinates': [41.45843, 2.184011]}}",POINT (2.184011 41.45843)
Estació RENFE,41.461285,2.180417,"{'typepoint': {'type': 'Point', 'coordinates': [41.461285, 2.180417]}}",POINT (2.180417 41.461285)
Av Rasos de Peguera - Pl Roja,41.461572,2.178494,"{'typepoint': {'type': 'Point', 'coordinates': [41.461572, 2.178494]}}",POINT (2.178494 41.461572)
Av Rasos de Peguera - Costabona,41.460281,2.176682,"{'typepoint': {'type': 'Point', 'coordinates': [41.460281, 2.176682]}}",POINT (2.176682 41.460281)
Vallcivera - Moixeró,41.459538,2.17678,"{'typepoint': {'type': 'Point', 'coordinates': [41.459538, 2.17678]}}",POINT (2.17678 41.459538)
València - Rogent,41.409345,2.185612,"{'typepoint': {'type': 'Point', 'coordinates': [41.409345, 2.185612]}}",POINT (2.185612 41.409345)
Pg  Zona Franca - Foc,41.356714,2.14134,"{'typepoint': {'type': 'Point', 'coordinates': [41.356714, 2.14134]}}",POINT (2.14134 41.356714)
Museu Nacional - Museu Etnològic,41.368543,2.156073,"{'typepoint': {'type': 'Point', 'coordinates': [41.368543, 2.156073]}}",POINT (2.156073 41.368543)
Mandri - Maó,41.40399,2.133123,"{'typepoint': {'type': 'Point', 'coordinates': [41.40399, 2.133123]}}",POINT (2.133123 41.40399)
València - Viladomat,41.383576,2.151303,"{'typepoint': {'type': 'Point', 'coordinates': [41.383576, 2.151303]}}",POINT (2.151303 41.383576)
Llobregós - Lluís Marià Vidal,41.424643,2.156594,"{'typepoint': {'type': 'Point', 'coordinates': [41.424643, 2.156594]}}",POINT (2.156594 41.424643)
Dante Alighieri - Pantà de Tremp,41.425536,2.153675,"{'typepoint': {'type': 'Point', 'coordinates': [41.425536, 2.153675]}}",POINT (2.153675 41.425536)
Lisboa - Av Estatut de Catalunya,41.429243,2.157518,"{'typepoint': {'type': 'Point', 'coordinates': [41.429243, 2.157518]}}",POINT (2.157518 41.429243)
Tajo - Baixada Mercat,41.42973,2.160138,"{'typepoint': {'type': 'Point', 'coordinates': [41.42973, 2.160138]}}",POINT (2.160138 41.42973)
Hedilla - Porrera,41.436787,2.159626,"{'typepoint': {'type': 'Point', 'coordinates': [41.436787, 2.159626]}}",POINT (2.159626 41.436787)
Pg Universal - Pg de Valldaura,41.438522,2.159918,"{'typepoint': {'type': 'Point', 'coordinates': [41.438522, 2.159918]}}",POINT (2.159918 41.438522)
Cementiri d'Horta,41.440666,2.155268,"{'typepoint': {'type': 'Point', 'coordinates': [41.440666, 2.155268]}}",POINT (2.155268 41.440666)
Santa Amèlia - Capità Arenas,41.394194,2.124073,"{'typepoint': {'type': 'Point', 'coordinates': [41.394194, 2.124073]}}",POINT (2.124073 41.394194)
Gran Via - Radi,41.363662,2.13444,"{'typepoint': {'type': 'Point', 'coordinates': [41.363662, 2.13444]}}",POINT (2.13444 41.363662)
Ptge Garrofers - Varsòvia,41.418572,2.173158,"{'typepoint': {'type': 'Point', 'coordinates': [41.418572, 2.173158]}}",POINT (2.173158 41.418572)
Les Corts - Arizala,41.379349,2.123384,"{'typepoint': {'type': 'Point', 'coordinates': [41.379349, 2.123384]}}",POINT (2.123384 41.379349)
Ronda de Dalt - Av J V Foix,41.401461,2.11421,"{'typepoint': {'type': 'Point', 'coordinates': [41.401461, 2.11421]}}",POINT (2.11421 41.401461)
Santa Amèlia,41.393075,2.121975,"{'typepoint': {'type': 'Point', 'coordinates': [41.393075, 2.121975]}}",POINT (2.121975 41.393075)
Av J V Foix - Pedró de la Creu,41.39558,2.120108,"{'typepoint': {'type': 'Point', 'coordinates': [41.39558, 2.120108]}}",POINT (2.120108 41.39558)
Av J V Foix - Pg Reina Elisenda,41.398098,2.119219,"{'typepoint': {'type': 'Point', 'coordinates': [41.398098, 2.119219]}}",POINT (2.119219 41.398098)
Av J V Foix - Monestir,41.399586,2.116707,"{'typepoint': {'type': 'Point', 'coordinates': [41.399586, 2.116707]}}",POINT (2.116707 41.399586)
Av J V Foix - Monestir,41.399066,2.117388,"{'typepoint': {'type': 'Point', 'coordinates': [41.399066, 2.117388]}}",POINT (2.117388 41.399066)
Av J.V. Foix - Pg Reina Elisenda,41.398025,2.119089,"{'typepoint': {'type': 'Point', 'coordinates': [41.398025, 2.119089]}}",POINT (2.119089 41.398025)
Cardenal Reig - Pintor Tapiró,41.37839,2.117166,"{'typepoint': {'type': 'Point', 'coordinates': [41.37839, 2.117166]}}",POINT (2.117166 41.37839)
Tiana - Campins,41.44764,2.200951,"{'typepoint': {'type': 'Point', 'coordinates': [41.44764, 2.200951]}}",POINT (2.200951 41.44764)
Aneto - Montmajor,41.432829,2.170243,"{'typepoint': {'type': 'Point', 'coordinates': [41.432829, 2.170243]}}",POINT (2.170243 41.432829)
Pg d'Urrutia - Cistellet,41.435849,2.165687,"{'typepoint': {'type': 'Point', 'coordinates': [41.435849, 2.165687]}}",POINT (2.165687 41.435849)
Pg d'Urrutia - Rocabruna,41.435331,2.167642,"{'typepoint': {'type': 'Point', 'coordinates': [41.435331, 2.167642]}}",POINT (2.167642 41.435331)
Montsant - Cadí,41.433461,2.170264,"{'typepoint': {'type': 'Point', 'coordinates': [41.433461, 2.170264]}}",POINT (2.170264 41.433461)
Montmajor - Pg de la Peira,41.432281,2.170503,"{'typepoint': {'type': 'Point', 'coordinates': [41.432281, 2.170503]}}",POINT (2.170503 41.432281)
Cartellà - Pl d'Àlvaro Cunqueiro,41.428548,2.169081,"{'typepoint': {'type': 'Point', 'coordinates': [41.428548, 2.169081]}}",POINT (2.169081 41.428548)
Cartellà - Amílcar,41.427684,2.172659,"{'typepoint': {'type': 'Point', 'coordinates': [41.427684, 2.172659]}}",POINT (2.172659 41.427684)
Meridiana - Fabra i Puig,41.429673,2.183676,"{'typepoint': {'type': 'Point', 'coordinates': [41.429673, 2.183676]}}",POINT (2.183676 41.429673)
Garriga i Roca - Av Mare de Déu de Montserrat,41.419075,2.171905,"{'typepoint': {'type': 'Point', 'coordinates': [41.419075, 2.171905]}}",POINT (2.171905 41.419075)
Pl Karl Marx - Via Favència,41.440202,2.16386,"{'typepoint': {'type': 'Point', 'coordinates': [41.440202, 2.16386]}}",POINT (2.16386 41.440202)
Pg Sant Gervasi - Jardins de la Tamarita,41.410307,2.136564,"{'typepoint': {'type': 'Point', 'coordinates': [41.410307, 2.136564]}}",POINT (2.136564 41.410307)
Cister - Melilla,41.411227,2.132984,"{'typepoint': {'type': 'Point', 'coordinates': [41.411227, 2.132984]}}",POINT (2.132984 41.411227)
Quatre Camins - Teodor Roviralta,41.412018,2.1331,"{'typepoint': {'type': 'Point', 'coordinates': [41.412018, 2.1331]}}",POINT (2.1331 41.412018)
Esperança - Vilana,41.405046,2.128548,"{'typepoint': {'type': 'Point', 'coordinates': [41.405046, 2.128548]}}",POINT (2.128548 41.405046)
Esperança - Marquesa de Vilallonga,41.403955,2.126414,"{'typepoint': {'type': 'Point', 'coordinates': [41.403955, 2.126414]}}",POINT (2.126414 41.403955)
Iradier - Planella,41.40536,2.124587,"{'typepoint': {'type': 'Point', 'coordinates': [41.40536, 2.124587]}}",POINT (2.124587 41.40536)
Planella - Marquesa de Vilallonga,41.406771,2.126215,"{'typepoint': {'type': 'Point', 'coordinates': [41.406771, 2.126215]}}",POINT (2.126215 41.406771)
Bellesguard - Immaculada,41.408357,2.128032,"{'typepoint': {'type': 'Point', 'coordinates': [41.408357, 2.128032]}}",POINT (2.128032 41.408357)
Bellesguard - Valeta d'Arquer,41.409087,2.12643,"{'typepoint': {'type': 'Point', 'coordinates': [41.409087, 2.12643]}}",POINT (2.12643 41.409087)
Balsareny - Vista Bella,41.411614,2.129405,"{'typepoint': {'type': 'Point', 'coordinates': [41.411614, 2.129405]}}",POINT (2.129405 41.411614)
Jesús Maria - Quatre Camins,41.410536,2.131587,"{'typepoint': {'type': 'Point', 'coordinates': [41.410536, 2.131587]}}",POINT (2.131587 41.410536)
