name,latitude,longitude,type,geometry
Pl Catalana - Amílcar,41.421222,2.172909,"{'typepoint': {'type': 'Point', 'coordinates': [41.421222, 2.172909]}}",POINT (2.172909 41.421222)
Gran Via - Moianès,41.370232,2.142617,"{'typepoint': {'type': 'Point', 'coordinates': [41.370232, 2.142617]}}",POINT (2.142617 41.370232)
Ctra de la Bordeta - Àliga,41.373185,2.143916,"{'typepoint': {'type': 'Point', 'coordinates': [41.373185, 2.143916]}}",POINT (2.143916 41.373185)
Gavà - Ptge Solsona,41.371129,2.139994,"{'typepoint': {'type': 'Point', 'coordinates': [41.371129, 2.139994]}}",POINT (2.139994 41.371129)
Providència - Alzina,41.406455,2.156613,"{'typepoint': {'type': 'Point', 'coordinates': [41.406455, 2.156613]}}",POINT (2.156613 41.406455)
Biada - Torrent de l'Olla,41.404937,2.154317,"{'typepoint': {'type': 'Point', 'coordinates': [41.404937, 2.154317]}}",POINT (2.154317 41.404937)
Indústria - Lepant,41.407479,2.171759,"{'typepoint': {'type': 'Point', 'coordinates': [41.407479, 2.171759]}}",POINT (2.171759 41.407479)
Gran Via - Marina,41.398611,2.180649,"{'typepoint': {'type': 'Point', 'coordinates': [41.398611, 2.180649]}}",POINT (2.180649 41.398611)
Vila Olímpica,41.388445,2.193668,"{'typepoint': {'type': 'Point', 'coordinates': [41.388445, 2.193668]}}",POINT (2.193668 41.388445)
Pl de Sarrià,41.399879,2.121379,"{'typepoint': {'type': 'Point', 'coordinates': [41.399879, 2.121379]}}",POINT (2.121379 41.399879)
Ronda de Dalt - Ràfols,41.401583,2.114836,"{'typepoint': {'type': 'Point', 'coordinates': [41.401583, 2.114836]}}",POINT (2.114836 41.401583)
Les Corts - Mejía Lequerica,41.381911,2.127255,"{'typepoint': {'type': 'Point', 'coordinates': [41.381911, 2.127255]}}",POINT (2.127255 41.381911)
Mini Estadi - Palau Blaugrana,41.380834,2.119227,"{'typepoint': {'type': 'Point', 'coordinates': [41.380834, 2.119227]}}",POINT (2.119227 41.380834)
Gran Via - Muntaner,41.384377,2.161685,"{'typepoint': {'type': 'Point', 'coordinates': [41.384377, 2.161685]}}",POINT (2.161685 41.384377)
Diagonal - Muntaner,41.394302,2.150403,"{'typepoint': {'type': 'Point', 'coordinates': [41.394302, 2.150403]}}",POINT (2.150403 41.394302)
Diagonal - Muntaner,41.394171,2.15052,"{'typepoint': {'type': 'Point', 'coordinates': [41.394171, 2.15052]}}",POINT (2.15052 41.394171)
Còrsega - Aribau,41.392177,2.153473,"{'typepoint': {'type': 'Point', 'coordinates': [41.392177, 2.153473]}}",POINT (2.153473 41.392177)
Via Augusta - Muntaner,41.399183,2.143539,"{'typepoint': {'type': 'Point', 'coordinates': [41.399183, 2.143539]}}",POINT (2.143539 41.399183)
Trav de Gràcia - Muntaner,41.395343,2.148504,"{'typepoint': {'type': 'Point', 'coordinates': [41.395343, 2.148504]}}",POINT (2.148504 41.395343)
Mitre - Balmes,41.404677,2.141067,"{'typepoint': {'type': 'Point', 'coordinates': [41.404677, 2.141067]}}",POINT (2.141067 41.404677)
Mitre - Mandri,41.401131,2.136281,"{'typepoint': {'type': 'Point', 'coordinates': [41.401131, 2.136281]}}",POINT (2.136281 41.401131)
Pg Sant Gervasi - Pl Bonanova,41.407118,2.13388,"{'typepoint': {'type': 'Point', 'coordinates': [41.407118, 2.13388]}}",POINT (2.13388 41.407118)
Pg Sant Gervasi - Pl Kennedy,41.410035,2.135811,"{'typepoint': {'type': 'Point', 'coordinates': [41.410035, 2.135811]}}",POINT (2.135811 41.410035)
Provença - Aribau,41.390302,2.155509,"{'typepoint': {'type': 'Point', 'coordinates': [41.390302, 2.155509]}}",POINT (2.155509 41.390302)
Mitre - Av Sarrià,41.393021,2.131147,"{'typepoint': {'type': 'Point', 'coordinates': [41.393021, 2.131147]}}",POINT (2.131147 41.393021)
Gran Via - Mandoni,41.369504,2.141953,"{'typepoint': {'type': 'Point', 'coordinates': [41.369504, 2.141953]}}",POINT (2.141953 41.369504)
Pl Espanya - Av Reina Maria Cristina,41.374124,2.14957,"{'typepoint': {'type': 'Point', 'coordinates': [41.374124, 2.14957]}}",POINT (2.14957 41.374124)
Poble Espanyol,41.369421,2.147,"{'typepoint': {'type': 'Point', 'coordinates': [41.369421, 2.147]}}",POINT (2.147 41.369421)
Berenguer de Palou - Pont del Treball Digne,41.423688,2.191778,"{'typepoint': {'type': 'Point', 'coordinates': [41.423688, 2.191778]}}",POINT (2.191778 41.423688)
Berenguer de Palou - Pare Manyanet,41.427013,2.191711,"{'typepoint': {'type': 'Point', 'coordinates': [41.427013, 2.191711]}}",POINT (2.191711 41.427013)
Indústria - Nàpols,41.404877,2.168282,"{'typepoint': {'type': 'Point', 'coordinates': [41.404877, 2.168282]}}",POINT (2.168282 41.404877)
Pg Joan de Borbó - Pepe Rubianes,41.377649,2.188362,"{'typepoint': {'type': 'Point', 'coordinates': [41.377649, 2.188362]}}",POINT (2.188362 41.377649)
Pg  Joan de Borbó,41.379995,2.187433,"{'typepoint': {'type': 'Point', 'coordinates': [41.379995, 2.187433]}}",POINT (2.187433 41.379995)
Pg Joan de Borbó,41.379834,2.187255,"{'typepoint': {'type': 'Point', 'coordinates': [41.379834, 2.187255]}}",POINT (2.187255 41.379834)
Pg Joan de Borbó - Pepe Rubianes,41.377559,2.188155,"{'typepoint': {'type': 'Point', 'coordinates': [41.377559, 2.188155]}}",POINT (2.188155 41.377559)
Pg Joan de Borbó - Judici,41.376099,2.188942,"{'typepoint': {'type': 'Point', 'coordinates': [41.376099, 2.188942]}}",POINT (2.188942 41.376099)
Pg Joan de Borbó - Pl del Mar,41.374332,2.188567,"{'typepoint': {'type': 'Point', 'coordinates': [41.374332, 2.188567]}}",POINT (2.188567 41.374332)
Metro Besòs,41.420481,2.207704,"{'typepoint': {'type': 'Point', 'coordinates': [41.420481, 2.207704]}}",POINT (2.207704 41.420481)
Cantàbria - Andrade,41.418243,2.203552,"{'typepoint': {'type': 'Point', 'coordinates': [41.418243, 2.203552]}}",POINT (2.203552 41.418243)
Pont del Treball Digne - Santander,41.422093,2.197447,"{'typepoint': {'type': 'Point', 'coordinates': [41.422093, 2.197447]}}",POINT (2.197447 41.422093)
Pg Enric Sanchís - Sant Adrià,41.435519,2.204847,"{'typepoint': {'type': 'Point', 'coordinates': [41.435519, 2.204847]}}",POINT (2.204847 41.435519)
Pg Enric Sanchís - Santander,41.433497,2.205972,"{'typepoint': {'type': 'Point', 'coordinates': [41.433497, 2.205972]}}",POINT (2.205972 41.433497)
Rambla Prim - Santander,41.425273,2.201282,"{'typepoint': {'type': 'Point', 'coordinates': [41.425273, 2.201282]}}",POINT (2.201282 41.425273)
Pl Botticelli,41.433116,2.153152,"{'typepoint': {'type': 'Point', 'coordinates': [41.433116, 2.153152]}}",POINT (2.153152 41.433116)
Artesania - Pl de la República,41.439474,2.174717,"{'typepoint': {'type': 'Point', 'coordinates': [41.439474, 2.174717]}}",POINT (2.174717 41.439474)
Artesania - Góngora,41.441838,2.172807,"{'typepoint': {'type': 'Point', 'coordinates': [41.441838, 2.172807]}}",POINT (2.172807 41.441838)
Almansa - Via Favència,41.443975,2.174337,"{'typepoint': {'type': 'Point', 'coordinates': [41.443975, 2.174337]}}",POINT (2.174337 41.443975)
Via Barcino - Ausona,41.449846,2.192427,"{'typepoint': {'type': 'Point', 'coordinates': [41.449846, 2.192427]}}",POINT (2.192427 41.449846)
Santaló - Trav de Gràcia,41.394838,2.146914,"{'typepoint': {'type': 'Point', 'coordinates': [41.394838, 2.146914]}}",POINT (2.146914 41.394838)
Santaló - Mercat Galvany,41.396941,2.144227,"{'typepoint': {'type': 'Point', 'coordinates': [41.396941, 2.144227]}}",POINT (2.144227 41.396941)
Numància - Parc Les Corts,41.386138,2.135869,"{'typepoint': {'type': 'Point', 'coordinates': [41.386138, 2.135869]}}",POINT (2.135869 41.386138)
Les Corts - Numància,41.387311,2.135795,"{'typepoint': {'type': 'Point', 'coordinates': [41.387311, 2.135795]}}",POINT (2.135795 41.387311)
Mandri - Artesa de Segre,41.402968,2.134025,"{'typepoint': {'type': 'Point', 'coordinates': [41.402968, 2.134025]}}",POINT (2.134025 41.402968)
Mitre - Muntaner,41.40262,2.137557,"{'typepoint': {'type': 'Point', 'coordinates': [41.40262, 2.137557]}}",POINT (2.137557 41.40262)
Pg Bonanova - Ganduxer,41.404843,2.130121,"{'typepoint': {'type': 'Point', 'coordinates': [41.404843, 2.130121]}}",POINT (2.130121 41.404843)
Pg Bonanova - Horaci,41.404908,2.130485,"{'typepoint': {'type': 'Point', 'coordinates': [41.404908, 2.130485]}}",POINT (2.130485 41.404908)
Mandri - Jardins Ca n'Altimira,41.404193,2.132682,"{'typepoint': {'type': 'Point', 'coordinates': [41.404193, 2.132682]}}",POINT (2.132682 41.404193)
Santuari - Ceuta,41.420126,2.151357,"{'typepoint': {'type': 'Point', 'coordinates': [41.420126, 2.151357]}}",POINT (2.151357 41.420126)
Santuari - La Murtra,41.419847,2.155033,"{'typepoint': {'type': 'Point', 'coordinates': [41.419847, 2.155033]}}",POINT (2.155033 41.419847)
Santuari - La Murtra,41.419945,2.155085,"{'typepoint': {'type': 'Point', 'coordinates': [41.419945, 2.155085]}}",POINT (2.155085 41.419945)
Santuari - l'Hortal,41.420235,2.151004,"{'typepoint': {'type': 'Point', 'coordinates': [41.420235, 2.151004]}}",POINT (2.151004 41.420235)
Av de Vallcarca - Metro Penitents,41.418082,2.14092,"{'typepoint': {'type': 'Point', 'coordinates': [41.418082, 2.14092]}}",POINT (2.14092 41.418082)
Pl Alfonso Comín - Pg  Vall d'Hebron,41.416211,2.138226,"{'typepoint': {'type': 'Point', 'coordinates': [41.416211, 2.138226]}}",POINT (2.138226 41.416211)
Metro Paral·lel,41.375031,2.170619,"{'typepoint': {'type': 'Point', 'coordinates': [41.375031, 2.170619]}}",POINT (2.170619 41.375031)
Pl Josep Maria Folch,41.376156,2.166602,"{'typepoint': {'type': 'Point', 'coordinates': [41.376156, 2.166602]}}",POINT (2.166602 41.376156)
Ronda Sant Pau - Parlament,41.378447,2.163581,"{'typepoint': {'type': 'Point', 'coordinates': [41.378447, 2.163581]}}",POINT (2.163581 41.378447)
Meridiana - Biscaia,41.417607,2.18675,"{'typepoint': {'type': 'Point', 'coordinates': [41.417607, 2.18675]}}",POINT (2.18675 41.417607)
Pg Maragall - Trinxant,41.419027,2.180738,"{'typepoint': {'type': 'Point', 'coordinates': [41.419027, 2.180738]}}",POINT (2.180738 41.419027)
Olvan,41.429684,2.133275,"{'typepoint': {'type': 'Point', 'coordinates': [41.429684, 2.133275]}}",POINT (2.133275 41.429684)
Pl del Nou,41.35325,2.141139,"{'typepoint': {'type': 'Point', 'coordinates': [41.35325, 2.141139]}}",POINT (2.141139 41.35325)
Pg Vall d'Hebron - Av Jordà,41.424328,2.14172,"{'typepoint': {'type': 'Point', 'coordinates': [41.424328, 2.14172]}}",POINT (2.14172 41.424328)
Pg Vall d'Hebron - Natzaret,41.421576,2.140501,"{'typepoint': {'type': 'Point', 'coordinates': [41.421576, 2.140501]}}",POINT (2.140501 41.421576)
Ardena - Ronda de Dalt,41.390617,2.107332,"{'typepoint': {'type': 'Point', 'coordinates': [41.390617, 2.107332]}}",POINT (2.107332 41.390617)
Pg Calvell - Rambla del Poblenou,41.397012,2.205916,"{'typepoint': {'type': 'Point', 'coordinates': [41.397012, 2.205916]}}",POINT (2.205916 41.397012)
Sant Adrià - Pg Enric Sanchís,41.436015,2.204051,"{'typepoint': {'type': 'Point', 'coordinates': [41.436015, 2.204051]}}",POINT (2.204051 41.436015)
Sant Adrià - Arbeca,41.436665,2.208288,"{'typepoint': {'type': 'Point', 'coordinates': [41.436665, 2.208288]}}",POINT (2.208288 41.436665)
Ronda de Dalt - Moneders,41.389978,2.108094,"{'typepoint': {'type': 'Point', 'coordinates': [41.389978, 2.108094]}}",POINT (2.108094 41.389978)
Pg Torras i Bages - Joan Torras,41.436982,2.191088,"{'typepoint': {'type': 'Point', 'coordinates': [41.436982, 2.191088]}}",POINT (2.191088 41.436982)
Av Ferrer i Guàrdia - Av Montanyans,41.367804,2.145138,"{'typepoint': {'type': 'Point', 'coordinates': [41.367804, 2.145138]}}",POINT (2.145138 41.367804)
Guipúscoa - Verneda,41.425066,2.208422,"{'typepoint': {'type': 'Point', 'coordinates': [41.425066, 2.208422]}}",POINT (2.208422 41.425066)
Via Favència - Molí,41.445946,2.180146,"{'typepoint': {'type': 'Point', 'coordinates': [41.445946, 2.180146]}}",POINT (2.180146 41.445946)
Aribau - Laforja,41.397926,2.147323,"{'typepoint': {'type': 'Point', 'coordinates': [41.397926, 2.147323]}}",POINT (2.147323 41.397926)
Pg Maragall - Manigua,41.421799,2.179568,"{'typepoint': {'type': 'Point', 'coordinates': [41.421799, 2.179568]}}",POINT (2.179568 41.421799)
Pl Urquinaona,41.388783,2.173322,"{'typepoint': {'type': 'Point', 'coordinates': [41.388783, 2.173322]}}",POINT (2.173322 41.388783)
Pg  Zona Franca - Motors,41.351476,2.145139,"{'typepoint': {'type': 'Point', 'coordinates': [41.351476, 2.145139]}}",POINT (2.145139 41.351476)
Felip II - Ramon Albó,41.427261,2.177781,"{'typepoint': {'type': 'Point', 'coordinates': [41.427261, 2.177781]}}",POINT (2.177781 41.427261)
Felip II - Pl Congrés,41.425721,2.179802,"{'typepoint': {'type': 'Point', 'coordinates': [41.425721, 2.179802]}}",POINT (2.179802 41.425721)
Jerez - Pl de la Ciutadella,41.431347,2.155261,"{'typepoint': {'type': 'Point', 'coordinates': [41.431347, 2.155261]}}",POINT (2.155261 41.431347)
Constitució - Mossèn Amadeu Oller,41.369928,2.13775,"{'typepoint': {'type': 'Point', 'coordinates': [41.369928, 2.13775]}}",POINT (2.13775 41.369928)
Viladomat - Manso,41.376481,2.16144,"{'typepoint': {'type': 'Point', 'coordinates': [41.376481, 2.16144]}}",POINT (2.16144 41.376481)
Vilamarí - Av Mistral,41.375731,2.153416,"{'typepoint': {'type': 'Point', 'coordinates': [41.375731, 2.153416]}}",POINT (2.153416 41.375731)
Paral·lel - Vila i Vilà,41.374861,2.167041,"{'typepoint': {'type': 'Point', 'coordinates': [41.374861, 2.167041]}}",POINT (2.167041 41.374861)
Av Paral·lel - Lleida,41.374825,2.153057,"{'typepoint': {'type': 'Point', 'coordinates': [41.374825, 2.153057]}}",POINT (2.153057 41.374825)
Av Paral·lel - Pl Espanya,41.374832,2.152229,"{'typepoint': {'type': 'Point', 'coordinates': [41.374832, 2.152229]}}",POINT (2.152229 41.374832)
Av Paral·lel - Llançà,41.374833,2.152562,"{'typepoint': {'type': 'Point', 'coordinates': [41.374833, 2.152562]}}",POINT (2.152562 41.374833)
Pl de la Font Castellana - Tenerife,41.415206,2.166346,"{'typepoint': {'type': 'Point', 'coordinates': [41.415206, 2.166346]}}",POINT (2.166346 41.415206)
Mallorca - Pau Claris,41.395338,2.164454,"{'typepoint': {'type': 'Point', 'coordinates': [41.395338, 2.164454]}}",POINT (2.164454 41.395338)
Pl Urquinaona - Pau Claris,41.389329,2.172834,"{'typepoint': {'type': 'Point', 'coordinates': [41.389329, 2.172834]}}",POINT (2.172834 41.389329)
Metro Urquinaona,41.38902,2.172786,"{'typepoint': {'type': 'Point', 'coordinates': [41.38902, 2.172786]}}",POINT (2.172786 41.38902)
Gran Via - Pau Claris,41.390143,2.169377,"{'typepoint': {'type': 'Point', 'coordinates': [41.390143, 2.169377]}}",POINT (2.169377 41.390143)
Pl Urquinaona,41.389096,2.172533,"{'typepoint': {'type': 'Point', 'coordinates': [41.389096, 2.172533]}}",POINT (2.172533 41.389096)
Mallorca - Padilla,41.40559,2.178124,"{'typepoint': {'type': 'Point', 'coordinates': [41.40559, 2.178124]}}",POINT (2.178124 41.40559)
Pl Universitat,41.38607,2.16397,"{'typepoint': {'type': 'Point', 'coordinates': [41.38607, 2.16397]}}",POINT (2.16397 41.38607)
Pl Universitat - Pelai,41.385629,2.164493,"{'typepoint': {'type': 'Point', 'coordinates': [41.385629, 2.164493]}}",POINT (2.164493 41.385629)
València - Pg de Gràcia,41.392346,2.162948,"{'typepoint': {'type': 'Point', 'coordinates': [41.392346, 2.162948]}}",POINT (2.162948 41.392346)
Ronda Sant Pere - Pl Urquinaona,41.388581,2.171448,"{'typepoint': {'type': 'Point', 'coordinates': [41.388581, 2.171448]}}",POINT (2.171448 41.388581)
Diagonal - Pau Claris,41.396737,2.160649,"{'typepoint': {'type': 'Point', 'coordinates': [41.396737, 2.160649]}}",POINT (2.160649 41.396737)
Gran Via - Pau Claris,41.390295,2.169055,"{'typepoint': {'type': 'Point', 'coordinates': [41.390295, 2.169055]}}",POINT (2.169055 41.390295)
Camèlies - Praga,41.413077,2.162952,"{'typepoint': {'type': 'Point', 'coordinates': [41.413077, 2.162952]}}",POINT (2.162952 41.413077)
Casanova - París,41.391286,2.151078,"{'typepoint': {'type': 'Point', 'coordinates': [41.391286, 2.151078]}}",POINT (2.151078 41.391286)
Rosselló - Bailèn,41.399765,2.165991,"{'typepoint': {'type': 'Point', 'coordinates': [41.399765, 2.165991]}}",POINT (2.165991 41.399765)
Metro Maresme - Fòrum,41.412236,2.217167,"{'typepoint': {'type': 'Point', 'coordinates': [41.412236, 2.217167]}}",POINT (2.217167 41.412236)
Metro La Pau,41.422866,2.205485,"{'typepoint': {'type': 'Point', 'coordinates': [41.422866, 2.205485]}}",POINT (2.205485 41.422866)
Av dels Quinze - Pg Maragall,41.4264,2.175874,"{'typepoint': {'type': 'Point', 'coordinates': [41.4264, 2.175874]}}",POINT (2.175874 41.4264)
Diagonal - Francesc Macià,41.393154,2.145855,"{'typepoint': {'type': 'Point', 'coordinates': [41.393154, 2.145855]}}",POINT (2.145855 41.393154)
Josep Tarradellas - Comte Borrell,41.391524,2.144261,"{'typepoint': {'type': 'Point', 'coordinates': [41.391524, 2.144261]}}",POINT (2.144261 41.391524)
Pl Catalunya - Portal de l'Àngel,41.386435,2.170845,"{'typepoint': {'type': 'Point', 'coordinates': [41.386435, 2.170845]}}",POINT (2.170845 41.386435)
Sardenya - Camèlies,41.413114,2.161533,"{'typepoint': {'type': 'Point', 'coordinates': [41.413114, 2.161533]}}",POINT (2.161533 41.413114)
Av Marquès de l'Argentera - Pg Picasso,41.385091,2.185189,"{'typepoint': {'type': 'Point', 'coordinates': [41.385091, 2.185189]}}",POINT (2.185189 41.385091)
Pallars - Pere IV,41.398714,2.194618,"{'typepoint': {'type': 'Point', 'coordinates': [41.398714, 2.194618]}}",POINT (2.194618 41.398714)
Rambla Prim - Pere IV,41.417086,2.211207,"{'typepoint': {'type': 'Point', 'coordinates': [41.417086, 2.211207]}}",POINT (2.211207 41.417086)
Rambla Prim - Cristóbal de Moura,41.416465,2.2129,"{'typepoint': {'type': 'Point', 'coordinates': [41.416465, 2.2129]}}",POINT (2.2129 41.416465)
Gran de Gràcia - Lesseps,41.406176,2.150079,"{'typepoint': {'type': 'Point', 'coordinates': [41.406176, 2.150079]}}",POINT (2.150079 41.406176)
Gran de Gràcia - Pl Trilla,41.403474,2.152181,"{'typepoint': {'type': 'Point', 'coordinates': [41.403474, 2.152181]}}",POINT (2.152181 41.403474)
Av Riera de Cassoles - Pl Lesseps,41.405744,2.150126,"{'typepoint': {'type': 'Point', 'coordinates': [41.405744, 2.150126]}}",POINT (2.150126 41.405744)
Av República Argentina - Escipió,41.408629,2.147061,"{'typepoint': {'type': 'Point', 'coordinates': [41.408629, 2.147061]}}",POINT (2.147061 41.408629)
Mitre - Berna,41.405622,2.146637,"{'typepoint': {'type': 'Point', 'coordinates': [41.405622, 2.146637]}}",POINT (2.146637 41.405622)
Pl Lesseps - Riera de Vallcarca,41.406745,2.149511,"{'typepoint': {'type': 'Point', 'coordinates': [41.406745, 2.149511]}}",POINT (2.149511 41.406745)
Av Riera de Cassoles - Carolines,41.403638,2.150081,"{'typepoint': {'type': 'Point', 'coordinates': [41.403638, 2.150081]}}",POINT (2.150081 41.403638)
Ronda Universitat - Pl Universitat,41.386262,2.165264,"{'typepoint': {'type': 'Point', 'coordinates': [41.386262, 2.165264]}}",POINT (2.165264 41.386262)
Pg  Lluís Companys - Arc de Triomf,41.39069,2.180252,"{'typepoint': {'type': 'Point', 'coordinates': [41.39069, 2.180252]}}",POINT (2.180252 41.39069)
Pg  Lluís Companys - Parc de la Ciutadella,41.388838,2.182697,"{'typepoint': {'type': 'Point', 'coordinates': [41.388838, 2.182697]}}",POINT (2.182697 41.388838)
Parc de la Ciutadella - Princesa,41.387804,2.183054,"{'typepoint': {'type': 'Point', 'coordinates': [41.387804, 2.183054]}}",POINT (2.183054 41.387804)
Pg Picasso - Comerç,41.388363,2.182087,"{'typepoint': {'type': 'Point', 'coordinates': [41.388363, 2.182087]}}",POINT (2.182087 41.388363)
Bac de Roda - Llull,41.405568,2.206712,"{'typepoint': {'type': 'Point', 'coordinates': [41.405568, 2.206712]}}",POINT (2.206712 41.405568)
Pau Claris - Rosselló,41.396467,2.162074,"{'typepoint': {'type': 'Point', 'coordinates': [41.396467, 2.162074]}}",POINT (2.162074 41.396467)
Pg de Gràcia - Mallorca,41.393522,2.163363,"{'typepoint': {'type': 'Point', 'coordinates': [41.393522, 2.163363]}}",POINT (2.163363 41.393522)
